"EDA 21 .Understand the distribution of reservation statuses and calculate summary statistics for reservation
status dates.",,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
24-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
25-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
28-06-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
26-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
26-07-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
27-04-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
28-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
29-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
16-05-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
30-04-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
02-07-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
01-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
03-07-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
02-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
09-06-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
03-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
04-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
05-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
06-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
07-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
08-05-2017,Check-Out,,,,,,
15-05-2017,Check-Out,,,,,,
15-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
09-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
10-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
11-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
12-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
15-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
13-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
14-05-2017,Check-Out,,,,,,
